1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-9.73096449642664,-3.34083304924187,-1.78424427573862,-0.762694999672063,-0.125662754499297,0.846838117941854,1.57664229698726,2.20253594390997,2.70313401514336,3.77113588608278,4.30981966511116,4.73832391570153,5.80715016744126,7.24777655456514,9.04406068619896
-8.00331612288609,-3.19096263001928,-1.69855052294618,-0.596175961804499,0.0103891769090732,0.86994608221667,1.61505555993745,2.30745465722297,2.8542262490481,3.79459419247621,4.32906171577565,4.84985463931714,5.96673495631485,7.27423552886248,9.11848761109579
-6.92355016166075,-2.95945984685038,-1.62005967084689,-0.569903386609909,0.0289771799178192,0.923063798004367,1.79723032077944,2.34970146756474,2.91398531399576,3.79543486721123,4.3368066554392,4.85750550134686,5.96887513014072,7.27935263858147,9.2519949161191
-4.47559056075864,-2.84802813977813,-1.60557389129368,-0.500105627891124,0.070067663488875,0.928242395116641,1.83528101159711,2.40712533992218,3.05203422663132,3.80575929129417,4.38070606689029,5.11447062332055,6.21511269879294,7.3383932206348,9.32247707747215
-4.47022463466246,-2.38365309562098,-1.5539871148409,-0.478446029475375,0.129599198789633,1.00814814788852,1.88323550101998,2.47652837318622,3.10566835366045,3.80925330151991,4.43286271918699,5.14141058930645,6.39617135886708,7.38383891818939,10.0532770025437
-4.2756447233995,-2.33471469005121,-1.53223259279805,-0.474167287809428,0.330254213326975,1.15117018364484,1.92779128513032,2.54499163095621,3.16615495285852,3.90208948547465,4.4655745592144,5.17786279212256,6.50405232687047,7.45782023770673,10.875314497035
-4.24744890972582,-2.29531193872156,-1.07184159763228,-0.410888477606467,0.399650269419663,1.26978204594885,1.95949722359649,2.55273272008149,3.19323554662393,3.95452162554385,4.46889604346324,5.1994791735121,6.8144532627266,7.74657367938513,11.0229801982718
-3.85645565477375,-2.27265171347579,-1.04752186631547,-0.262602768991979,0.504449787351429,1.29425783697234,2.0049278343301,2.59193906290345,3.33066233171693,4.10611509183971,4.50832844584003,5.33770162431982,6.86547133671097,7.92737547930758,11.0902397671899
-3.69459218889616,-1.83899691021464,-0.778358871450587,-0.167987455951093,0.738483377240261,1.29499411119711,2.03723324433414,2.678037914216,3.39159762329201,4.21021301360431,4.52828429422262,5.53120414607029,7.10574503095595,8.07649153072983,11.6181566488901
-3.59529188849035,-1.79875180086462,-0.777439442988288,-0.129581111692258,0.83668298476688,1.55709836436524,2.0564797553591,2.69808796136603,3.46399981351884,4.24832377820093,4.53720785685534,5.53892111058618,7.19570509287121,8.93304554924349,11.7240337393447
