MCS_Index,Distance,SNR
qam_M4_R75,208,4.42270652868089
qam_M4_R75,212,5.72543354573689
qam_M4_R75,212,4.42270652868089
qam_M4_R75,216,5.72543354573689
qam_M4_R75,216,4.42270652868089
qam_M4_R75,220,5.72543354573689
qam_M4_R75,220,4.42270652868089
qam_M4_R75,224,5.72543354573689
qam_M4_R75,224,4.42270652868089
qam_M4_R75,228,5.72543354573689
qam_M4_R75,228,4.42270652868089
qam_M4_R75,232,5.72543354573689
qam_M4_R75,232,4.42270652868089
qam_M4_R75,236,5.72543354573689
qam_M4_R75,236,4.42270652868089
qam_M4_R75,240,5.72543354573689
qam_M4_R75,240,4.42270652868089
qam_M4_R75,244,5.72543354573689
qam_M4_R75,244,4.42270652868089
qam_M4_R75,248,5.72543354573689
qam_M4_R75,248,4.42270652868089
qam_M4_R75,252,5.72543354573689
qam_M4_R75,252,4.42270652868089
qam_M4_R75,256,5.72543354573689
qam_M4_R75,256,4.42270652868089
qam_M4_R75,260,5.72543354573689
qam_M4_R75,260,4.42270652868089
qam_M4_R75,264,5.72543354573689
qam_M4_R75,264,4.42270652868089
qam_M4_R75,268,5.72543354573689
qam_M4_R75,268,4.42270652868089
qam_M4_R75,272,5.72543354573689
qam_M4_R75,272,4.42270652868089
qam_M4_R75,276,5.72543354573689
qam_M4_R75,276,4.42270652868089
qam_M4_R75,280,5.72543354573689
qam_M4_R75,280,4.42270652868089
qam_M4_R75,284,5.72543354573689
qam_M4_R75,284,4.42270652868089
qam_M4_R75,288,5.72543354573689
qam_M4_R75,288,4.42270652868089
qam_M4_R75,292,5.72543354573689
qam_M4_R75,292,4.42270652868089
qam_M4_R75,296,5.72543354573689
qam_M4_R75,296,4.42270652868089
qam_M16_R50,100,5.28603672892743
qam_M16_R50,100,5.44748372120249
qam_M16_R50,104,5.28603672892743
qam_M16_R50,104,5.44748372120249
qam_M16_R50,108,5.28603672892743
qam_M16_R50,108,5.44748372120249
qam_M16_R50,112,5.28603672892743
qam_M16_R50,112,5.44748372120249
qam_M16_R50,116,5.28603672892743
qam_M16_R50,116,5.44748372120249
qam_M16_R50,120,5.28603672892743
qam_M16_R50,120,5.44748372120249
qam_M16_R50,124,5.28603672892743
qam_M16_R50,124,5.44748372120249
qam_M16_R50,128,5.28603672892743
qam_M16_R50,128,5.44748372120249
qam_M16_R50,132,5.28603672892743
qam_M16_R50,132,5.44748372120249
qam_M16_R50,136,5.28603672892743
qam_M16_R50,136,5.44748372120249
qam_M16_R50,140,5.28603672892743
qam_M16_R50,140,5.44748372120249
qam_M16_R50,144,5.28603672892743
qam_M16_R50,144,5.44748372120249
qam_M16_R50,148,5.28603672892743
qam_M16_R50,148,5.44748372120249
qam_M16_R50,152,5.28603672892743
qam_M16_R50,152,5.44748372120249
qam_M16_R50,156,5.28603672892743
qam_M16_R50,156,5.44748372120249
qam_M16_R50,160,5.28603672892743
qam_M16_R50,160,5.44748372120249
qam_M16_R50,164,5.28603672892743
qam_M16_R50,164,5.44748372120249
qam_M16_R50,168,5.28603672892743
qam_M16_R50,168,5.44748372120249
qam_M16_R50,172,5.28603672892743
qam_M16_R50,172,5.44748372120249
qam_M16_R50,176,5.28603672892743
qam_M16_R50,176,5.44748372120249
qam_M16_R50,180,5.28603672892743
qam_M16_R50,180,5.44748372120249
qam_M16_R50,184,5.28603672892743
qam_M16_R50,184,5.44748372120249
qam_M16_R50,188,5.28603672892743
qam_M16_R50,188,5.44748372120249
qam_M16_R50,192,5.28603672892743
qam_M16_R50,192,5.44748372120249
qam_M16_R50,196,5.28603672892743
qam_M16_R50,196,5.44748372120249
qam_M16_R50,200,5.28603672892743
qam_M16_R50,200,5.44748372120249
qam_M16_R50,204,5.28603672892743
qam_M16_R50,204,5.44748372120249
qam_M16_R50,208,5.28603672892743
qam_M16_R50,208,5.44748372120249
qam_M16_R50,212,5.28603672892743
qam_M16_R50,212,5.44748372120249
qam_M16_R50,216,5.28603672892743
qam_M16_R50,216,5.44748372120249
qam_M16_R50,220,5.28603672892743
qam_M16_R50,220,5.44748372120249
qam_M16_R50,224,5.28603672892743
qam_M16_R50,224,5.44748372120249
qam_M16_R50,228,5.28603672892743
qam_M16_R50,228,5.44748372120249
qam_M16_R50,232,5.28603672892743
qam_M16_R50,232,5.44748372120249
qam_M16_R50,236,5.28603672892743
qam_M16_R50,236,5.44748372120249
qam_M16_R50,240,5.28603672892743
qam_M16_R50,240,5.44748372120249
qam_M16_R50,244,5.28603672892743
qam_M16_R50,244,5.44748372120249
qam_M16_R50,248,5.28603672892743
qam_M16_R50,248,5.44748372120249
qam_M16_R50,252,5.28603672892743
qam_M16_R50,252,5.44748372120249
qam_M16_R50,256,5.28603672892743
qam_M16_R50,256,5.44748372120249
qam_M16_R50,260,5.28603672892743
qam_M16_R50,260,5.44748372120249
qam_M16_R50,264,5.28603672892743
qam_M16_R50,264,5.44748372120249
qam_M16_R50,268,5.28603672892743
qam_M16_R50,268,5.44748372120249
qam_M16_R50,272,5.28603672892743
qam_M16_R50,272,5.44748372120249
qam_M16_R50,276,5.28603672892743
qam_M16_R50,276,5.44748372120249
qam_M16_R50,280,5.28603672892743
qam_M16_R50,280,5.44748372120249
qam_M16_R50,284,5.28603672892743
qam_M16_R50,284,5.44748372120249
qam_M16_R50,288,5.28603672892743
qam_M16_R50,288,5.44748372120249
qam_M16_R50,292,5.28603672892743
qam_M16_R50,292,5.44748372120249
qam_M16_R50,296,5.28603672892743
qam_M16_R50,296,5.44748372120249
qam_M16_R67,100,4.69704811212292
qam_M16_R67,100,8.60739275522697
qam_M16_R67,104,4.69704811212292
qam_M16_R67,104,8.60739275522697
qam_M16_R67,108,4.69704811212292
qam_M16_R67,108,8.60739275522697
qam_M16_R67,112,4.69704811212292
qam_M16_R67,112,8.60739275522697
qam_M16_R67,116,4.69704811212292
qam_M16_R67,116,8.60739275522697
qam_M16_R67,120,4.69704811212292
qam_M16_R67,120,8.60739275522697
qam_M16_R67,124,4.69704811212292
qam_M16_R67,124,8.60739275522697
qam_M16_R67,128,4.69704811212292
qam_M16_R67,128,8.60739275522697
qam_M16_R67,132,4.69704811212292
qam_M16_R67,132,8.60739275522697
qam_M16_R67,136,4.69704811212292
qam_M16_R67,136,8.60739275522697
qam_M16_R67,140,4.69704811212292
qam_M16_R67,140,8.60739275522697
qam_M16_R67,144,4.69704811212292
qam_M16_R67,144,8.60739275522697
qam_M16_R67,148,4.69704811212292
qam_M16_R67,148,8.60739275522697
qam_M16_R67,152,4.69704811212292
qam_M16_R67,152,8.60739275522697
qam_M16_R67,156,4.69704811212292
qam_M16_R67,156,8.60739275522697
qam_M16_R67,160,4.69704811212292
qam_M16_R67,160,8.60739275522697
qam_M16_R67,164,4.69704811212292
qam_M16_R67,164,8.60739275522697
qam_M16_R67,168,4.69704811212292
qam_M16_R67,168,8.60739275522697
qam_M16_R67,172,4.69704811212292
qam_M16_R67,172,8.60739275522697
qam_M16_R67,176,4.69704811212292
qam_M16_R67,176,8.60739275522697
qam_M16_R67,180,4.69704811212292
qam_M16_R67,180,8.60739275522697
qam_M16_R67,184,4.69704811212292
qam_M16_R67,184,8.60739275522697
qam_M16_R67,188,4.69704811212292
qam_M16_R67,188,8.60739275522697
qam_M16_R67,192,4.69704811212292
qam_M16_R67,192,8.60739275522697
qam_M16_R67,196,4.69704811212292
qam_M16_R67,196,8.60739275522697
qam_M16_R67,200,4.69704811212292
qam_M16_R67,200,8.60739275522697
qam_M16_R67,204,4.69704811212292
qam_M16_R67,204,8.60739275522697
qam_M16_R67,208,4.69704811212292
qam_M16_R67,208,8.60739275522697
qam_M16_R67,212,4.69704811212292
qam_M16_R67,212,8.60739275522697
qam_M16_R67,216,4.69704811212292
qam_M16_R67,216,8.60739275522697
qam_M16_R67,220,4.69704811212292
qam_M16_R67,220,8.60739275522697
qam_M16_R67,224,4.69704811212292
qam_M16_R67,224,8.60739275522697
qam_M16_R67,228,4.69704811212292
qam_M16_R67,228,8.60739275522697
qam_M16_R67,232,4.69704811212292
qam_M16_R67,232,8.60739275522697
qam_M16_R67,236,4.69704811212292
qam_M16_R67,236,8.60739275522697
qam_M16_R67,240,4.69704811212292
qam_M16_R67,240,8.60739275522697
qam_M16_R67,244,4.69704811212292
qam_M16_R67,244,8.60739275522697
qam_M16_R67,248,4.69704811212292
qam_M16_R67,248,8.60739275522697
qam_M16_R67,252,4.69704811212292
qam_M16_R67,252,8.60739275522697
qam_M16_R67,256,4.69704811212292
qam_M16_R67,256,8.60739275522697
qam_M16_R67,260,4.69704811212292
qam_M16_R67,260,8.60739275522697
qam_M16_R67,264,4.69704811212292
qam_M16_R67,264,8.60739275522697
qam_M16_R67,268,4.69704811212292
qam_M16_R67,268,8.60739275522697
qam_M16_R67,272,4.69704811212292
qam_M16_R67,272,8.60739275522697
qam_M16_R67,276,4.69704811212292
qam_M16_R67,276,8.60739275522697
qam_M16_R67,280,4.69704811212292
qam_M16_R67,280,8.60739275522697
qam_M16_R67,284,4.69704811212292
qam_M16_R67,284,8.60739275522697
qam_M16_R67,288,4.69704811212292
qam_M16_R67,288,8.60739275522697
qam_M16_R67,292,4.69704811212292
qam_M16_R67,292,8.60739275522697
qam_M16_R67,296,4.69704811212292
qam_M16_R67,296,8.60739275522697
qam_M16_R75,100,3.87731660110502
qam_M16_R75,100,3.90406018057374
qam_M16_R75,104,3.87731660110502
qam_M16_R75,104,3.90406018057374
qam_M16_R75,108,3.87731660110502
qam_M16_R75,108,3.90406018057374
qam_M16_R75,112,3.87731660110502
qam_M16_R75,112,3.90406018057374
qam_M16_R75,116,3.87731660110502
qam_M16_R75,116,3.90406018057374
qam_M16_R75,120,3.87731660110502
qam_M16_R75,120,3.90406018057374
qam_M16_R75,124,3.87731660110502
qam_M16_R75,124,3.90406018057374
qam_M16_R75,128,3.87731660110502
qam_M16_R75,128,3.90406018057374
qam_M16_R75,132,3.87731660110502
qam_M16_R75,132,3.90406018057374
qam_M16_R75,136,3.87731660110502
qam_M16_R75,136,3.90406018057374
qam_M16_R75,140,3.87731660110502
qam_M16_R75,140,3.90406018057374
qam_M16_R75,144,3.87731660110502
qam_M16_R75,144,3.90406018057374
qam_M16_R75,148,3.87731660110502
qam_M16_R75,148,3.90406018057374
qam_M16_R75,152,3.87731660110502
qam_M16_R75,152,3.90406018057374
qam_M16_R75,156,3.87731660110502
qam_M16_R75,156,3.90406018057374
qam_M16_R75,160,3.87731660110502
qam_M16_R75,160,3.90406018057374
qam_M16_R75,164,3.87731660110502
qam_M16_R75,164,3.90406018057374
qam_M16_R75,168,3.87731660110502
qam_M16_R75,168,3.90406018057374
qam_M16_R75,172,3.87731660110502
qam_M16_R75,172,3.90406018057374
qam_M16_R75,176,3.87731660110502
qam_M16_R75,176,3.90406018057374
qam_M16_R75,180,3.87731660110502
qam_M16_R75,180,3.90406018057374
qam_M16_R75,184,3.87731660110502
qam_M16_R75,184,3.90406018057374
qam_M16_R75,188,3.87731660110502
qam_M16_R75,188,3.90406018057374
qam_M16_R75,192,3.87731660110502
qam_M16_R75,192,3.90406018057374
qam_M16_R75,196,3.87731660110502
qam_M16_R75,196,3.90406018057374
qam_M16_R75,200,3.87731660110502
qam_M16_R75,200,3.90406018057374
qam_M16_R75,204,3.87731660110502
qam_M16_R75,204,3.90406018057374
qam_M16_R75,208,3.87731660110502
qam_M16_R75,208,3.90406018057374
qam_M16_R75,212,3.87731660110502
qam_M16_R75,212,3.90406018057374
qam_M16_R75,216,3.87731660110502
qam_M16_R75,216,3.90406018057374
qam_M16_R75,220,3.87731660110502
qam_M16_R75,220,3.90406018057374
qam_M16_R75,224,3.87731660110502
qam_M16_R75,224,3.90406018057374
qam_M16_R75,228,3.87731660110502
qam_M16_R75,228,3.90406018057374
qam_M16_R75,232,3.87731660110502
qam_M16_R75,232,3.90406018057374
qam_M16_R75,236,3.87731660110502
qam_M16_R75,236,3.90406018057374
qam_M16_R75,240,3.87731660110502
qam_M16_R75,240,3.90406018057374
qam_M16_R75,244,3.87731660110502
qam_M16_R75,244,3.90406018057374
qam_M16_R75,248,3.87731660110502
qam_M16_R75,248,3.90406018057374
qam_M16_R75,252,3.87731660110502
qam_M16_R75,252,3.90406018057374
qam_M16_R75,256,3.87731660110502
qam_M16_R75,256,3.90406018057374
qam_M16_R75,260,3.87731660110502
qam_M16_R75,260,3.90406018057374
qam_M16_R75,264,3.87731660110502
qam_M16_R75,264,3.90406018057374
qam_M16_R75,268,3.87731660110502
qam_M16_R75,268,3.90406018057374
qam_M16_R75,272,3.87731660110502
qam_M16_R75,272,3.90406018057374
qam_M16_R75,276,3.87731660110502
qam_M16_R75,276,3.90406018057374
qam_M16_R75,280,3.87731660110502
qam_M16_R75,280,3.90406018057374
qam_M16_R75,284,3.87731660110502
qam_M16_R75,284,3.90406018057374
qam_M16_R75,288,3.87731660110502
qam_M16_R75,288,3.90406018057374
qam_M16_R75,292,3.87731660110502
qam_M16_R75,292,3.90406018057374
qam_M16_R75,296,3.87731660110502
qam_M16_R75,296,3.90406018057374
qam_M64_R50,100,0.0157784856502319
qam_M64_R50,100,-1.18281612197415
qam_M64_R50,104,0.0157784856502319
qam_M64_R50,104,-1.18281612197415
qam_M64_R50,108,0.0157784856502319
qam_M64_R50,108,-1.18281612197415
qam_M64_R50,112,0.0157784856502319
qam_M64_R50,112,-1.18281612197415
qam_M64_R50,116,0.0157784856502319
qam_M64_R50,116,-1.18281612197415
qam_M64_R50,120,0.0157784856502319
qam_M64_R50,120,-1.18281612197415
qam_M64_R50,124,0.0157784856502319
qam_M64_R50,124,-1.18281612197415
qam_M64_R50,128,0.0157784856502319
qam_M64_R50,128,-1.18281612197415
qam_M64_R50,132,0.0157784856502319
qam_M64_R50,132,-1.18281612197415
qam_M64_R50,136,0.0157784856502319
qam_M64_R50,136,-1.18281612197415
qam_M64_R50,140,0.0157784856502319
qam_M64_R50,140,-1.18281612197415
qam_M64_R50,144,0.0157784856502319
qam_M64_R50,144,-1.18281612197415
qam_M64_R50,148,0.0157784856502319
qam_M64_R50,148,-1.18281612197415
qam_M64_R50,152,0.0157784856502319
qam_M64_R50,152,-1.18281612197415
qam_M64_R50,156,0.0157784856502319
qam_M64_R50,156,-1.18281612197415
qam_M64_R50,160,0.0157784856502319
qam_M64_R50,160,-1.18281612197415
qam_M64_R50,164,0.0157784856502319
qam_M64_R50,164,-1.18281612197415
qam_M64_R50,168,0.0157784856502319
qam_M64_R50,168,-1.18281612197415
qam_M64_R50,172,0.0157784856502319
qam_M64_R50,172,-1.18281612197415
qam_M64_R50,176,0.0157784856502319
qam_M64_R50,176,-1.18281612197415
qam_M64_R50,180,0.0157784856502319
qam_M64_R50,180,-1.18281612197415
qam_M64_R50,184,0.0157784856502319
qam_M64_R50,184,-1.18281612197415
qam_M64_R50,188,0.0157784856502319
qam_M64_R50,188,-1.18281612197415
qam_M64_R50,192,0.0157784856502319
qam_M64_R50,192,-1.18281612197415
qam_M64_R50,196,0.0157784856502319
qam_M64_R50,196,-1.18281612197415
qam_M64_R50,200,0.0157784856502319
qam_M64_R50,200,-1.18281612197415
qam_M64_R50,204,0.0157784856502319
qam_M64_R50,204,-1.18281612197415
qam_M64_R50,208,0.0157784856502319
qam_M64_R50,208,-1.18281612197415
qam_M64_R50,212,0.0157784856502319
qam_M64_R50,212,-1.18281612197415
qam_M64_R50,216,0.0157784856502319
qam_M64_R50,216,-1.18281612197415
qam_M64_R50,220,0.0157784856502319
qam_M64_R50,220,-1.18281612197415
qam_M64_R50,224,0.0157784856502319
qam_M64_R50,224,-1.18281612197415
qam_M64_R50,228,0.0157784856502319
qam_M64_R50,228,-1.18281612197415
qam_M64_R50,232,0.0157784856502319
qam_M64_R50,232,-1.18281612197415
qam_M64_R50,236,0.0157784856502319
qam_M64_R50,236,-1.18281612197415
qam_M64_R50,240,0.0157784856502319
qam_M64_R50,240,-1.18281612197415
qam_M64_R50,244,0.0157784856502319
qam_M64_R50,244,-1.18281612197415
qam_M64_R50,248,0.0157784856502319
qam_M64_R50,248,-1.18281612197415
qam_M64_R50,252,0.0157784856502319
qam_M64_R50,252,-1.18281612197415
qam_M64_R50,256,0.0157784856502319
qam_M64_R50,256,-1.18281612197415
qam_M64_R50,260,0.0157784856502319
qam_M64_R50,260,-1.18281612197415
qam_M64_R50,264,0.0157784856502319
qam_M64_R50,264,-1.18281612197415
qam_M64_R50,268,0.0157784856502319
qam_M64_R50,268,-1.18281612197415
qam_M64_R50,272,0.0157784856502319
qam_M64_R50,272,-1.18281612197415
qam_M64_R50,276,0.0157784856502319
qam_M64_R50,276,-1.18281612197415
qam_M64_R50,280,0.0157784856502319
qam_M64_R50,280,-1.18281612197415
qam_M64_R50,284,0.0157784856502319
qam_M64_R50,284,-1.18281612197415
qam_M64_R50,288,0.0157784856502319
qam_M64_R50,288,-1.18281612197415
qam_M64_R50,292,0.0157784856502319
qam_M64_R50,292,-1.18281612197415
qam_M64_R50,296,0.0157784856502319
qam_M64_R50,296,-1.18281612197415
qam_M64_R67,100,6.247006108735
qam_M64_R67,100,5.80433472887558
qam_M64_R67,104,6.247006108735
qam_M64_R67,104,5.80433472887558
qam_M64_R67,108,6.247006108735
qam_M64_R67,108,5.80433472887558
qam_M64_R67,112,6.247006108735
qam_M64_R67,112,5.80433472887558
qam_M64_R67,116,6.247006108735
qam_M64_R67,116,5.80433472887558
qam_M64_R67,120,6.247006108735
qam_M64_R67,120,5.80433472887558
qam_M64_R67,124,6.247006108735
qam_M64_R67,124,5.80433472887558
qam_M64_R67,128,6.247006108735
qam_M64_R67,128,5.80433472887558
qam_M64_R67,132,6.247006108735
qam_M64_R67,132,5.80433472887558
qam_M64_R67,136,6.247006108735
qam_M64_R67,136,5.80433472887558
qam_M64_R67,140,6.247006108735
qam_M64_R67,140,5.80433472887558
qam_M64_R67,144,6.247006108735
qam_M64_R67,144,5.80433472887558
qam_M64_R67,148,6.247006108735
qam_M64_R67,148,5.80433472887558
qam_M64_R67,152,6.247006108735
qam_M64_R67,152,5.80433472887558
qam_M64_R67,156,6.247006108735
