1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
48.8896057366124,50.1571357128784,50.865314105023,51.6480809834986,52.1582702512461,52.8827908742481,53.5635554847407,54.381625318019,55.3102136237181,56.115298243202,57.1124492741407,58.6634289274336,59.5248020702411,62.1644560930304,63.2789929873823
48.9099958551399,50.1929877308331,50.8662933721398,51.6533629943916,52.1630226798754,52.882887626599,53.6050188313814,54.3857674216404,55.3102149226218,56.1200079420603,57.1158888708664,58.6990358118338,59.574763935162,62.190952389634,63.2801535719919
48.9800572060261,50.2034339794359,50.8763946460948,51.665570825151,52.163180947071,52.8862735654516,53.6378867908726,54.3945007665022,55.310431407643,56.1210292450095,57.2109454388736,58.735729620613,59.5803285763225,62.1942421302995,63.2813482308969
48.9986745125926,50.2243139638894,50.877875572432,51.6697545850198,52.1667026181637,52.8935024707726,53.6456072642714,54.4107801304874,55.3106750578824,56.1214808781492,57.2109577359801,58.7470164376698,59.6054891133798,62.1944323775746,63.2818006633489
49.022028647806,50.2259747840348,50.8813962059443,51.6777022460273,52.1824377365274,52.8941711244873,53.6457952556872,54.415989555115,55.3116928446823,56.2547849110655,57.2223851581127,58.7543959887928,59.6164370746737,62.1945238079444,63.2820224931929
49.031518394374,50.2664862042106,50.8821477238699,51.6817956434788,52.1828068192037,52.9407223995976,53.6468263538307,54.4393164045322,55.3292567545016,56.2970108582539,57.2232022514775,58.7585628280683,59.733603797665,62.2462564978267,63.3038157776244
49.0319910568956,50.2675745455966,50.9561310330174,51.6969825380108,52.2759848127608,52.953590446925,53.6560182862991,54.4406503062745,55.3354710316097,56.322436290752,57.2297987495468,58.7599708357226,59.7451742690739,62.2974744477958,63.3093281723638
49.0325165016763,50.2680572137586,50.9586273024522,51.6985444575636,52.2764126286707,52.9563849351947,53.6567121890607,54.444867076042,55.3356917494043,56.3408660450597,57.2430473219693,58.7715057771105,59.7472903892599,62.2979816134486,63.311994232461
49.0438624470506,50.2767592097618,50.9710214366902,51.7001382068781,52.3060752055759,52.9844992128184,53.7048621576209,54.4450989966028,55.348063783099,56.3425497064786,57.2462888476075,58.7718719526525,59.7485076426777,62.3903114247832,63.3181306617742
49.0535415825013,50.2773038863858,50.9723121278515,51.7008471324525,52.3061483851671,52.986104330605,53.717708136497,54.445646686415,55.3524576151796,56.3440440290332,57.2470228233265,58.7725660396915,59.7487773931778,62.446558290691,63.3264391226111
49.0543772453354,50.2774230051972,50.9771394261884,51.7016206137379,52.3129224805282,52.9922185760797,53.7185376005046,54.4547794444658,55.3536106073956,56.3468235259628,57.2477230781642,58.7755910901599,59.7494497053245,62.4527452632687,63.327036597235
49.055253823554,50.2776662551565,51.0352494267032,51.7031368841391,52.3609905104559,52.994867421848,53.721611917511,54.4756719154233,55.3674128257339,56.3499578174514,57.2477485492375,58.7776801300249,59.773354735389,62.4642237784513,63.3822260509794
49.2011721483993,50.2787874209113,51.0418066695472,51.7033985320611,52.3612708209022,53.0039440115961,53.7218105115326,54.4932318755559,55.371318855482,56.350528379896,57.2695675464118,58.7786352210741,59.792712801744,62.4721618358769,63.3832731879891
49.2390544931098,50.2789604275495,51.0424770843458,51.7066325607085,52.3622606153252,53.0062521287837,53.7230840412704,54.4986136212461,55.3721678914812,56.3506364827447,57.2927117790128,58.7786699718472,59.7958093435673,62.4792783828863,63.4040894754201
49.2779409192487,50.2819194933549,51.0642231580313,51.7066773948763,52.366977241805,53.0067404353767,53.7262095568475,54.5037080960255,55.3727224613068,56.3791066746894,57.293650947434,58.7791764719618,59.8471066648758,62.4865417884166,63.4079146329378
49.2853569800459,50.3741533221237,51.06816966807,51.7067415525086,52.3842602865043,53.0138049101962,53.7280561896786,54.5049986489735,55.407246994826,56.387567783897,57.2978234868728,58.7877491801573,59.8476146797839,62.4955837461777,63.4530584360765
49.2865554315907,50.3798092051454,51.0684924197318,51.718638263999,52.3912460020142,53.0210403572396,53.7280646609169,54.5114755613661,55.4094073592149,56.4008169487074,57.2984910199712,58.7914802372165,59.8677090161553,62.5043649733252,63.4571167217379
49.3161720813106,50.4514585949774,51.0684984016445,51.73086546399,52.3918907116614,53.0259109797951,53.7283527060537,54.5116167086388,55.4094334790364,56.4013343319414,57.3201308486133,58.7920723318722,59.869727964903,62.5045479232188,63.4586068393194
49.3164305066919,50.4515886612291,51.0880116974729,51.7309028561248,52.3919259840489,53.0313115556907,53.7287293683781,54.5116439480009,55.4271461093183,56.4065406575786,57.3225002783359,58.7927717702182,59.870664534763,62.5050104408183,63.4636970534165
